Interval Start Time,Interval End Time,CSQ Name,Skills,Service Level (sec),Calls Handled < Service Level,Calls Abandoned < Service Level,Percentage Of Service Level Met,,,,Calls Presented,Calls Handled,,Calls Abandoned,,Calls Dequeued,
1/4/2022 13:00,1/4/2022 14:00,Ar-General-Info-CSQ,(Ar-General-Information),20,2,0,100,100,100,100,2,2,100,0,0,0,0
1/4/2022 13:00,1/4/2022 14:00,Ar-Suggestions-Concerns-CSQ,(Ar-Suggestions-Concerns),20,2,0,100,100,100,100,2,2,100,0,0,0,0
1/4/2022 14:00,1/4/2022 15:00,Ar-General-Info-CSQ,(Ar-General-Information),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 15:00,1/4/2022 16:00,Ar-Coverage-CSQ,(Ar-Coverage),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 15:00,1/4/2022 16:00,Ar-FollowUp-CSQ,(Ar-FollowUp),20,2,0,100,100,100,100,2,2,100,0,0,0,0
1/4/2022 15:00,1/4/2022 16:00,Ar-Network-CSQ,(Ar-Network),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 15:00,1/4/2022 16:00,Ar-Technical-CSQ,(Ar-Technical),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 15:00,1/4/2022 16:00,En-FollowUp-CSQ,(En-FollowUp),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 15:00,1/4/2022 16:00,En-Suggestions-Concerns-CSQ,(En-Suggestions-Concerns),20,3,0,100,100,100,100,3,3,100,0,0,0,0
1/4/2022 16:00,1/4/2022 17:00,Ar-Coverage-CSQ,(Ar-Coverage),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 16:00,1/4/2022 17:00,Ar-FollowUp-CSQ,(Ar-FollowUp),20,4,0,100,100,100,100,4,4,100,0,0,0,0
1/4/2022 16:00,1/4/2022 17:00,Ar-Network-CSQ,(Ar-Network),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 17:00,1/4/2022 18:00,Ar-Coverage-CSQ,(Ar-Coverage),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 17:00,1/4/2022 18:00,Ar-FollowUp-CSQ,(Ar-FollowUp),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 18:00,1/4/2022 19:00,Ar-Coverage-CSQ,(Ar-Coverage),20,6,0,100,100,100,100,6,6,100,0,0,0,0
1/4/2022 18:00,1/4/2022 19:00,Ar-FollowUp-CSQ,(Ar-FollowUp),20,2,0,66.67,66.67,66.67,66.67,3,3,100,0,0,0,0
1/4/2022 18:00,1/4/2022 19:00,Ar-General-Info-CSQ,(Ar-General-Information),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 19:00,1/4/2022 20:00,Ar-Coverage-CSQ,(Ar-Coverage),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 19:00,1/4/2022 20:00,Ar-FollowUp-CSQ,(Ar-FollowUp),20,4,0,100,100,100,100,4,4,100,0,0,0,0
1/4/2022 19:00,1/4/2022 20:00,Ar-General-Info-CSQ,(Ar-General-Information),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 19:00,1/4/2022 20:00,Ar-Suggestions-Concerns-CSQ,(Ar-Suggestions-Concerns),20,2,0,100,100,100,100,2,2,100,0,0,0,0
1/4/2022 19:00,1/4/2022 20:00,En-Suggestions-Concerns-CSQ,(En-Suggestions-Concerns),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 20:00,1/4/2022 21:00,Ar-Coverage-CSQ,(Ar-Coverage),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 20:00,1/4/2022 21:00,Ar-FollowUp-CSQ,(Ar-FollowUp),20,6,0,100,100,100,100,6,6,100,0,0,0,0
1/4/2022 20:00,1/4/2022 21:00,Ar-Network-CSQ,(Ar-Network),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 21:00,1/4/2022 22:00,Ar-Coverage-CSQ,(Ar-Coverage),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 21:00,1/4/2022 22:00,Ar-FollowUp-CSQ,(Ar-FollowUp),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 21:00,1/4/2022 22:00,Ar-Network-CSQ,(Ar-Network),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 22:00,1/4/2022 23:00,Ar-FollowUp-CSQ,(Ar-FollowUp),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 22:00,1/4/2022 23:00,Ar-General-Info-CSQ,(Ar-General-Information),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 22:00,1/4/2022 23:00,Ar-Suggestions-Concerns-CSQ,(Ar-Suggestions-Concerns),20,1,0,100,100,100,100,1,1,100,0,0,0,0
1/4/2022 23:00,1/4/2022 23:59,Ar-Coverage-CSQ,(Ar-Coverage),20,1,0,100,100,100,100,1,1,100,0,0,0,0
,,,,,74,0,97.37,97.37,97.37,97.37,76,76,100,0,0,0,0
"Generated on April 4, 2022 6:54:41 PM AST by CCX\fouad.almahdi (47 records).",,,,,,,,,,,,,,,,,
"Filter Logged in User: CCX\fouad.almahdi; Interval [Starting At]: 04/01/2022 00:00:00; Interval [Ending At]: 04/01/2022 23:59:59; CSQ Names: Ar-Coverage-CSQ, Ar-FollowUp-CSQ, Ar-General-Info-CSQ, Ar-Network-CSQ, Ar-Suggestions-Concerns-CSQ, Ar-Technical-CSQ, Claims-CSQ, En-Coverage-CSQ, En-FollowUp-CSQ, En-General-Info-CSQ, En-Network-CSQ, En-Suggestions-Concerns-CSQ, En-Technical-CSQ, RAYTHEON-Ar-Coverage-CSQ, RAYTHEON-Ar-FollowUp-CSQ, RAYTHEON-Ar-General-Info-CSQ, RAYTHEON-Ar-Network-CSQ, RAYTHEON-Ar-Suggestions-Concerns-CSQ, RAYTHEON-Ar-Technical-CSQ, RAYTHEON-Claims-CSQ, RAYTHEON-En-Coverage-CSQ, RAYTHEON-En-FollowUp-CSQ, RAYTHEON-En-General-Info-CSQ, RAYTHEON-En-Network-CSQ, RAYTHEON-En-Suggestions-Concerns-CSQ, RAYTHEON-En-Technical-CSQ; Interval Length: Sixty [60] Minutes ; ",,,,,,,,,,,,,,,,,
